length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
517,2,8,10,9
955,99,12,2,2
422,4,7,4,4
1107,34,15,3,2
623,66,8,2,2
934,1,14,33,30
1376,150,17,4,4
25,169,0,3,3
923,192,11,4,4
1858,133,24,4,4
1727,74,24,3,3
1756,91,24,3,3
612,39,8,2,2
1298,47,18,3,2
1400,29,20,2,2
1847,137,24,4,4
1001,122,12,3,3
1513,107,20,3,3
1969,180,25,5,5
492,109,6,2,2
772,41,11,2,2
747,41,11,1,1
223,55,3,1,2
332,110,3,2,3
220,108,1,3,2
573,18,8,2,2
1922,156,25,4,4
1899,4,29,18,16
1437,59,20,3,3
1352,63,18,2,3
935,137,11,3,4
1255,183,16,3,4
1262,58,18,2,2
966,15,15,3,3
1139,138,14,4,3
1909,102,26,3,3
439,130,4,3,3
1465,126,19,3,3
1356,169,17,4,4
1843,198,24,4,5
1433,155,18,4,4
1784,47,25,3,3
410,51,5,1,1
1349,171,17,3,4
619,13,10,3,2
1557,190,19,4,5
27,99,0,2,2
1902,169,25,3,4
322,200,2,3,4
736,163,8,4,3
8,191,0,3,3
1943,100,26,3,4
1179,30,17,2,3
1523,156,20,3,4
591,7,9,4,4
655,19,10,2,2
475,37,6,2,2
1996,24,28,5,4
761,108,10,2,3
1258,46,17,3,3
1564,115,21,3,3
333,75,4,2,2
1675,100,23,3,3
530,157,5,3,3
56,196,0,3,4
1245,28,18,3,3
1907,153,25,4,4
413,15,6,2,2
858,41,12,2,2
1890,9,29,8,8
395,50,5,2,2
1753,21,27,4,4
477,185,5,3,4
235,112,1,2,2
1571,29,22,3,3
671,41,9,2,2
1005,13,16,3,3
252,16,4,1,2
343,40,4,2,1
698,107,9,2,3
1380,170,17,4,4
1941,197,25,4,5
1643,127,22,3,4
1036,81,14,2,2
1312,198,16,4,5
803,90,11,2,3
423,134,4,3,3
1332,94,18,3,3
1761,79,24,3,3
329,28,4,1,1
429,77,5,1,2
1389,134,18,4,3
891,94,11,2,3
1827,143,24,4,3
19,132,0,2,3
170,19,2,1,1
829,88,10,2,2
516,75,6,2,2
332,105,4,2,3
1340,121,18,3,3
1988,20,31,5,5
1366,144,17,3,4
614,98,8,2,2
660,2,11,12,11
931,125,11,2,3
1365,126,18,3,4
1198,28,17,3,3
1012,85,13,3,3
1179,81,16,2,2
1443,144,18,3,3
1828,12,28,7,5
255,27,4,1,1
1527,62,21,2,3
1687,93,23,3,3
415,57,5,2,1
1510,151,19,3,3
322,176,2,3,4
851,192,9,4,4
984,82,13,2,3
346,39,5,1,1
1381,48,19,2,3
1843,109,25,3,4
460,185,4,3,4
1458,85,19,3,3
1626,199,20,4,5
395,171,4,3,3
1167,171,15,3,4
715,74,9,2,2
1535,22,24,4,3
282,32,3,2,1
1160,8,18,6,6
88,199,0,3,4
967,91,12,2,3
1424,53,19,3,3
1828,33,25,4,3
641,71,8,2,3
406,151,4,2,3
6,147,0,3,3
1096,197,13,4,4
798,25,11,2,2
1937,117,26,3,4
526,6,8,4,3
453,67,6,2,2
1485,102,19,2,3
1533,106,21,3,4
1499,144,20,3,4
1692,82,23,3,3
1331,94,18,3,2
1518,106,20,4,3
891,106,11,2,2
1403,159,17,3,4
1748,128,23,3,4
802,172,9,3,4
1337,75,18,3,2
102,136,1,2,3
1251,178,15,4,4
1972,170,26,3,4
1253,181,16,3,4
1701,72,23,3,2
500,195,4,3,4
1007,40,14,2,2
1913,148,25,4,5
1681,197,21,3,4
1613,128,21,3,4
1583,93,21,2,3
627,28,9,2,2
645,6,10,5,4
1197,51,17,2,3
1047,62,14,2,3
525,96,7,2,2
739,6,11,5,5
1706,185,22,4,5
1454,158,19,3,4
1063,122,14,2,2
1975,84,27,4,3
1686,37,24,3,3
996,141,13,3,3
190,8,3,2,1
1301,65,17,2,3
190,156,0,2,4
1651,4,26,16,14
408,15,6,2,1
1889,25,27,4,4
577,166,6,3,4
1293,195,16,4,4
1885,30,26,4,4
483,143,5,3,3
1351,139,17,3,3
1190,121,15,3,3
467,40,6,2,1
136,195,0,4,3
1996,120,27,3,3
87,40,1,1,1
1498,148,19,3,4
1240,97,16,3,3
1928,61,26,3,3
1871,29,26,3,3
139,142,0,2,3
1776,160,23,4,4
1004,43,13,2,2
89,78,0,1,1
1871,108,25,3,3
1894,86,27,3,3
1884,19,28,5,5
1516,196,19,4,5
854,3,13,11,10
512,106,6,3,2
1777,10,27,7,6
110,183,0,3,3
1336,67,18,2,2
1512,26,22,3,3
1765,95,24,3,4
1987,52,28,3,3
519,122,6,3,3
960,148,11,3,4
1720,34,24,3,3
1840,140,24,4,4
360,65,4,2,2
1437,60,20,3,2
778,126,9,3,3
277,46,4,1,2
1966,41,27,3,3
563,112,7,2,3
645,171,7,3,3
1293,34,18,3,2
797,148,9,3,4
1634,107,21,3,3
155,170,0,3,4
1047,152,13,3,3
1596,140,21,3,3
1883,12,29,7,6
1281,33,18,3,2
73,165,0,2,3
421,104,5,2,3
1084,48,15,3,2
1708,175,21,4,4
820,179,9,4,4
1082,117,13,3,3
346,140,3,3,3
185,185,0,3,3
1506,106,20,2,3
995,175,11,3,4
899,145,10,2,3
397,197,3,4,4
1883,149,25,4,4
207,127,1,3,2
1574,198,20,4,4
109,35,1,1,1
1714,17,26,5,4
1918,23,27,5,4
589,3,9,8,6
1655,70,22,2,3
1530,22,25,3,3
1996,191,26,4,5
448,118,5,2,3
411,90,5,2,2
1777,139,23,4,4
1133,111,15,3,3
1258,37,17,3,2
1041,30,15,2,2
1734,95,24,3,3
953,7,15,6,5
1327,199,16,3,4
306,6,4,3,2
608,108,7,2,3
1517,137,19,4,3
1305,131,17,3,3
139,177,0,3,4
419,199,3,3,4
418,98,5,2,3
148,72,1,1,2
902,87,12,2,2
1353,11,21,5,5
770,147,8,3,4
1966,45,28,3,3
67,44,0,1,2
1093,100,14,2,3
1154,138,15,3,4
841,19,12,3,2
466,160,4,2,3
919,52,12,2,2
874,143,10,3,4
662,117,8,3,3
53,199,0,3,4
1113,68,15,3,2
1383,200,17,4,4
1154,192,14,3,4
1252,16,19,4,4
1365,121,17,3,3
962,146,12,3,3
1796,148,23,3,4
386,125,4,2,3
962,43,13,2,2
1382,174,17,4,4
1140,162,13,3,4
1796,143,24,3,4
941,194,11,3,4
437,81,5,2,2
1802,116,24,3,4
1787,53,25,3,3
1844,194,24,4,5
687,179,7,4,4
1416,158,18,3,4
1129,159,14,3,3
1073,43,15,2,2
1880,70,26,3,3
1406,174,18,3,4
1188,172,15,3,3
981,133,12,2,3
1790,52,25,3,2
262,33,3,1,2
674,82,8,2,3
555,69,7,2,2
196,173,1,2,3
574,132,6,3,3
1854,191,24,4,5
678,108,8,2,3
330,63,4,1,1
1998,197,25,4,5
698,54,9,2,2
1202,163,14,3,4
1466,19,22,4,4
1400,60,19,3,3
505,174,5,3,4
1850,108,25,3,3
1590,9,24,8,6
1976,99,27,3,3
1244,103,16,3,3
1571,41,22,3,3
1597,124,21,4,3
1696,105,23,3,3
594,136,7,2,2
658,13,10,2,3
205,76,2,1,1
1229,86,17,2,3
74,59,0,1,2
1331,167,16,4,4
1829,30,26,3,3
1624,26,23,3,4
674,152,8,3,3
1082,55,15,2,2
1214,159,16,3,4
1930,41,27,4,3
217,31,3,1,1
1717,27,24,4,3
1268,183,15,3,4
1446,4,22,14,12
414,26,6,1,2
1588,78,21,2,3
1871,60,26,3,3
1175,21,18,3,3
1569,69,21,3,3
759,168,9,3,4
1162,39,16,3,2
1905,184,24,5,4
1585,153,21,3,4
1174,198,14,4,5
881,156,11,3,3
248,142,1,3,3
600,76,8,2,2
1825,15,29,5,5
61,179,1,2,3
935,23,13,3,3
74,144,0,3,3
23,24,0,1,1
670,114,8,3,3
1378,190,17,4,5
1604,13,25,5,5
1591,62,22,3,3
931,185,11,3,4
1788,194,23,4,5
99,185,0,3,4
494,189,4,3,4
887,11,14,4,3
20,93,0,1,2
1016,1,16,35,32
308,15,5,1,2
1644,171,21,4,4
438,69,5,2,2
98,86,0,2,2
878,18,14,3,2
928,198,10,4,5
341,26,5,1,2
1675,157,22,3,3
214,72,2,2,1
505,185,5,3,4
1503,57,22,2,2
407,53,5,2,2
1305,54,18,3,2
122,175,0,2,3
1090,108,14,2,3
1475,6,23,10,8
208,157,1,3,3
281,100,3,2,2
608,169,6,3,3
1861,79,25,3,4
1274,158,16,3,3
1606,47,22,3,3
842,170,10,3,4
263,45,3,1,1
1328,59,18,2,2
1949,127,26,3,4
1843,173,24,4,4
409,25,5,1,1
1062,36,14,2,2
1238,25,17,3,3
1408,198,17,3,4
921,115,11,3,3
974,27,13,2,2
1138,168,14,4,4
835,143,10,3,4
1745,60,24,3,3
993,59,13,2,2
1282,66,17,3,2
1348,163,16,4,4
1550,85,21,3,3
1731,148,22,4,4
655,66,8,2,3
1309,77,18,3,3
593,156,6,3,3
302,115,3,2,2
1624,66,23,3,3
52,84,0,2,2
796,26,11,2,2
991,152,19,5,4
1651,18,26,5,4
597,64,8,2,2
1060,3,16,14,12
1474,90,21,3,3
1797,14,29,5,5
1302,128,17,3,3
1393,60,20,2,3
230,191,1,3,4
1791,31,25,3,4
1072,117,14,3,3
769,188,8,4,4
828,40,11,2,2
1083,127,14,3,3
331,26,4,2,1
923,67,12,2,3
1486,97,20,3,3
828,14,13,3,3
1565,17,24,5,4
814,13,13,3,3
1163,79,15,3,3
761,200,8,3,4
273,87,2,2,2
1100,156,13,3,4
1301,119,17,3,3
1991,174,26,4,4
170,29,2,1,1
1929,133,25,4,4
810,41,11,2,2
1880,86,26,3,3
1828,199,24,4,4
1380,161,18,3,4
1321,15,20,5,4
1181,194,14,4,4
69,64,0,2,1
1855,11,29,7,6
477,5,8,4,3
339,149,3,3,3
71,13,1,1,1
944,177,11,3,4
1545,144,20,4,4
1307,15,20,4,3
1481,165,19,3,5
872,172,10,4,4
283,69,3,2,2
454,21,7,2,2
297,159,2,3,3
17,27,0,1,1
1793,128,24,3,4
1536,70,21,3,3
53,33,0,0,1
231,140,1,2,3
1838,83,25,3,3
1861,141,25,3,4
299,199,1,4,4
1253,69,17,2,2
189,44,2,1,2
179,54,1,2,1
1449,38,20,3,3
1228,30,17,3,2
1348,17,20,4,4
1549,84,21,2,2
496,92,6,2,3
779,145,9,3,3
1751,130,24,3,4
753,34,11,1,1
1944,155,25,4,4
1486,146,20,3,4
1008,82,14,2,3
1739,51,24,3,2
861,77,11,2,3
1972,199,26,4,4
289,32,4,1,2
950,101,12,3,3
1195,1,19,41,38
634,12,10,3,2
925,197,11,3,5
76,112,0,2,3
214,34,3,1,1
428,151,4,2,4
1605,16,24,4,4
1854,21,29,4,4
360,125,3,2,3
1841,117,24,4,3
1747,31,25,3,3
1113,25,15,3,3
920,194,11,3,5
84,134,1,2,3
1088,152,14,3,4
1573,195,20,3,4
1668,158,22,4,4
902,101,12,2,3
1027,22,16,3,2
888,111,11,3,3
1020,187,12,4,4
414,188,3,3,4
1578,177,20,4,4
1307,180,16,4,4
1099,12,16,4,3
254,158,1,3,3
1177,17,18,4,3
1752,187,22,5,4
1785,29,26,3,4
1816,132,24,4,4
443,105,5,2,3
1033,23,15,3,2
898,172,11,3,4
1594,36,23,3,3
1632,32,23,3,3
398,30,5,1,1
457,26,6,1,2
1023,124,13,3,3
731,64,10,2,2
1360,60,19,2,3
843,117,10,3,3
107,13,2,1,1
1050,59,14,3,2
97,27,1,1,1
1853,11,28,6,7
1100,66,15,2,2
1150,195,13,4,5
1226,197,14,4,5
1367,133,17,3,3
375,99,4,2,2
1632,120,22,3,4
1518,99,20,3,3
1400,178,18,4,4
538,87,6,2,3
1159,109,15,2,3
1474,96,20,3,3
656,186,7,3,4
822,56,11,2,2
663,180,7,3,3
1875,109,25,3,3
592,168,6,4,3
1466,128,20,3,4
195,89,1,2,2
1202,133,16,3,3
416,91,4,2,2
103,70,0,2,2
960,98,13,2,2
186,193,0,3,3
598,91,7,2,2
1914,117,25,3,4
1513,32,22,3,3
1255,30,17,3,3
502,91,6,2,2
1008,70,14,2,2
639,179,7,3,4
332,162,3,2,3
154,68,1,1,2
588,197,6,3,4
549,43,8,1,1
1946,103,27,3,4
548,53,7,2,2
45,110,0,1,2
593,52,8,1,2
1312,144,17,3,4
285,66,3,2,2
1565,1,24,54,50
1317,56,18,2,3
281,25,4,1,2
1607,184,21,4,4
1991,93,27,3,3
1545,138,20,3,4
1886,193,24,4,5
587,182,6,3,4
1568,67,21,3,3
848,160,10,3,4
67,115,0,2,3
748,188,8,3,3
1887,147,24,4,4
740,48,10,2,2
1046,122,13,3,3
1517,63,20,3,3
495,189,4,4,4
770,181,8,4,4
167,82,1,2,2
149,95,1,2,2
122,138,0,2,3
1187,164,15,3,4
1554,188,20,3,4
1067,196,12,3,4
995,142,12,3,4
852,2,14,16,14
364,186,3,3,4
596,158,6,3,4
700,146,8,3,4
1229,7,20,7,7
1870,68,26,3,3
1594,197,19,3,4
993,17,15,3,3
1766,104,24,3,4
1664,150,23,4,4
1616,151,21,4,3
94,32,1,1,1
428,78,6,2,2
1731,132,23,3,3
1218,194,15,4,4
764,12,12,3,3
1087,100,14,3,3
1873,107,26,3,3
1498,115,20,2,3
1133,144,14,3,3
804,63,11,2,2
975,91,13,3,2
1235,41,17,2,2
1130,198,13,4,4
1125,123,14,3,3
2,100,1,1,2
1500,158,20,4,4
479,24,7,1,2
1513,57,21,2,3
1643,117,22,3,4
551,111,7,2,3
480,185,5,3,4
615,151,6,3,4
173,94,1,2,2
1474,148,19,3,4
1605,82,21,3,3
272,18,4,2,1
896,67,12,2,2
1054,112,14,3,3
1951,97,27,3,3
1061,104,13,2,3
907,178,11,3,4
244,171,1,3,3
172,145,0,3,3
473,90,5,2,2
1328,178,16,3,4
503,21,7,2,2
1295,55,17,3,2
1077,200,13,4,5
356,134,3,2,2
1010,200,12,4,4
1422,106,19,3,3
33,48,0,1,1
1581,163,21,3,4
523,176,5,3,4
814,178,9,3,4
696,76,9,2,3
1751,191,22,5,5
424,93,5,2,2
20,45,0,1,1
215,168,0,2,4
156,90,1,2,2
1109,60,15,2,2
1970,24,28,5,4
1535,151,20,3,3
604,75,8,2,2
1635,19,25,4,4
408,9,7,2,2
1610,145,21,4,3
451,102,5,2,3
907,173,11,3,4
573,179,6,3,4
60,97,0,1,3
1709,118,23,3,4
1554,168,20,3,4
1930,18,30,5,5
1406,53,19,3,2
1856,192,23,4,4
310,186,2,3,4
1054,153,13,3,3
1644,1,26,56,52
1071,85,14,3,2
863,83,11,3,2
863,179,10,3,4
604,25,9,2,1
887,133,11,3,3
1953,79,27,3,3
1415,145,18,4,4
1016,113,13,3,3
1314,125,16,3,3
152,135,1,2,3
930,1,15,32,30
403,90,5,1,2
167,95,1,2,2
1608,35,22,3,2
1949,3,30,25,21
939,39,13,2,2
32,40,0,1,1
579,185,6,3,4
1463,14,23,5,4
665,93,8,2,3
175,48,2,2,1
1918,194,24,4,4
1332,87,18,2,3
1596,22,25,4,3
1940,106,26,3,3
509,79,6,1,2
1684,183,22,4,5
1735,21,26,4,3
1591,30,22,4,3
1103,4,17,11,9
1080,35,15,3,2
1983,37,27,3,3
1366,83,18,3,3
329,200,2,3,4
608,94,7,2,3
1389,199,17,3,4
843,45,11,2,3
186,46,2,1,1
670,92,9,2,2
341,4,6,3,4
1653,58,23,3,3
1403,79,19,2,2
1008,59,14,2,2
1480,200,18,4,5
1512,101,21,3,3
1415,92,19,3,3
1960,15,30,6,6
236,28,3,2,1
869,167,10,4,3
230,9,3,2,1
519,58,7,2,2
404,33,5,1,1
1025,47,14,2,2
1447,165,19,3,4
912,153,11,3,4
78,8,1,1,1
509,80,6,1,2
1386,149,18,3,4
939,185,11,4,4
86,81,0,2,2
239,87,2,2,2
954,53,13,2,2
1159,50,16,3,2
1353,123,18,3,4
1213,123,15,3,3
117,22,2,1,1
1164,20,18,3,3
1647,11,25,7,6
1913,130,25,4,4
1359,119,17,2,3
665,9,10,4,3
1162,51,15,3,2
76,77,0,1,2
469,143,5,3,3
662,27,9,1,1
1450,131,19,3,4
623,113,8,2,3
453,79,5,2,2
1783,51,24,3,3
403,179,3,3,3
749,70,10,2,2
1654,146,22,3,4
792,155,9,3,4
333,71,4,2,2
1573,186,19,4,5
358,60,5,1,1
93,104,1,1,2
977,87,13,3,2
1122,40,16,2,3
1703,17,26,5,4
671,47,9,2,2
1283,139,17,3,4
172,123,1,2,2
1618,33,22,3,3
635,103,8,2,3
98,1,2,4,3
1535,7,24,8,7
988,132,13,3,3
714,183,7,3,4
687,141,8,3,3
1561,6,25,10,9
1762,64,24,3,3
1625,134,21,3,3
135,53,1,2,1
600,155,7,3,3
1373,13,21,5,5
970,183,12,3,4
528,90,6,2,2
384,149,3,2,3
1809,144,24,3,4
1172,16,18,4,3
558,56,8,1,2
1244,68,17,2,3
1172,59,16,2,2
334,96,4,2,2
489,80,5,1,2
1175,48,16,2,2
1777,52,25,2,2
1566,57,21,3,3
1909,35,27,4,3
653,99,8,2,3
1673,44,23,3,3
740,136,9,3,3
1581,128,21,3,4
1836,102,25,3,4
1001,156,12,3,4
1071,132,13,3,3
1733,3,26,21,19
864,142,11,3,3
766,86,10,2,2
1018,76,13,3,2
809,189,9,3,5
176,139,1,2,3
596,137,6,2,3
638,148,7,3,3
1631,127,22,3,3
1609,186,20,4,4
4,51,0,1,1
730,198,7,4,4
514,45,7,1,1
1609,109,22,3,3
1718,130,23,3,4
1516,109,21,3,3
1381,56,19,3,3
389,160,3,3,4
629,3,11,8,7
1500,15,23,4,5
736,22,11,2,1
1887,13,29,6,5
1514,82,20,3,3
677,47,9,2,2
148,36,2,1,1
1156,127,15,3,4
936,184,10,4,4
1943,5,30,15,14
657,91,8,2,3
998,95,13,2,3
1662,15,25,5,4
1322,10,20,6,5
236,122,2,2,3
12,129,0,2,2
1080,106,14,3,3
250,174,1,3,4
1425,83,19,3,3
1587,70,22,2,2
203,192,1,3,4
1454,132,19,4,3
1282,134,16,3,4
1017,15,15,4,3
1372,47,19,2,2
833,21,13,2,3
1933,36,27,4,3
1070,58,15,2,2
1054,72,14,3,3
944,63,13,2,3
1403,196,18,4,4
1630,159,21,4,4
1513,174,19,4,4
1044,33,14,3,2
755,59,10,2,2
1246,97,16,3,3
1482,167,18,3,4
701,125,9,2,2
588,200,6,4,4
416,34,6,1,1
870,88,11,2,2
1378,4,22,13,11
833,1,13,28,27
663,76,9,2,2
1839,176,23,3,4
499,114,5,3,2
877,48,11,2,2
439,147,4,3,3
395,166,3,3,4
861,13,13,3,3
1544,133,21,3,4
374,69,5,1,2
1475,14,23,5,5
1824,153,24,3,4
161,118,1,2,2
24,190,0,3,4
1164,70,16,2,2
235,106,2,2,2
1630,25,23,4,3
1392,55,19,2,3
1936,119,26,3,3
766,27,10,2,1
666,28,9,1,2
811,37,11,2,2
1898,20,29,5,4
437,77,5,2,2
639,132,8,2,3
1961,128,26,3,4
349,5,6,3,3
1318,187,16,4,4
745,181,9,3,4
510,75,6,1,2
1129,7,18,6,5
1424,191,18,4,4
549,43,7,2,2
1292,66,18,2,3
722,179,7,3,4
1812,67,25,3,3
849,190,10,3,4
1236,161,15,4,4
1203,72,16,3,2
604,71,7,2,2
530,188,5,3,4
1342,71,18,2,3
129,180,1,2,3
558,68,7,2,2
1907,10,30,8,7
1346,9,21,7,6
1936,169,25,4,4
1910,155,25,4,4
18,101,0,2,2
1291,17,20,4,4
348,53,4,2,2
1328,100,18,2,3
1678,20,26,4,4
1763,28,24,4,4
1239,125,16,3,4
1601,70,22,3,3
1639,82,23,2,2
1188,58,16,2,2
29,167,1,2,4
95,109,0,2,3
1008,191,12,3,5
6,41,0,1,1
1850,103,25,3,3
785,141,10,2,4
754,118,9,3,3
1352,88,18,3,2
1834,162,24,4,4
1952,19,31,4,4
1772,181,23,5,4
1,23,0,1,1
1234,181,15,4,5
1160,166,14,3,4
172,167,1,2,3
68,120,0,2,3
1228,131,16,3,3
1518,199,19,4,5
241,7,4,2,2
188,102,1,2,2
1698,200,22,4,5
240,172,1,3,3
1984,159,26,3,4
988,55,13,2,2
668,115,8,2,2
1348,42,19,2,3
1895,111,26,3,3
1142,83,15,3,3
1188,175,14,4,4
87,78,1,1,2
793,117,10,2,3
722,175,8,3,4
13,105,1,1,2
1607,71,22,3,2
752,37,10,2,2
1591,140,20,3,4
1121,171,14,3,4
313,124,3,3,2
1947,120,26,3,3
128,198,0,3,4
8,128,0,2,3
1880,63,26,3,3
1845,27,26,3,3
1159,116,15,3,3
422,10,6,3,2
1954,69,27,3,3
667,59,9,1,2
1283,187,16,3,4
125,116,0,2,2
1893,99,26,3,4
534,144,5,3,3
286,22,4,1,1
3,58,0,2,1
174,137,1,2,3
493,172,4,3,4
152,39,1,1,1
1924,167,25,4,4
1448,61,19,2,3
1745,161,22,4,4
1352,94,17,2,3
915,38,12,2,2
751,34,10,2,1
1448,191,18,4,5
906,2,15,17,15
1766,51,24,3,3
1079,74,14,3,2
368,26,5,1,2
1743,30,24,4,3
891,148,10,3,4
717,71,10,2,2
1831,131,24,4,4
1324,135,16,3,3
1458,54,20,2,3
754,175,9,3,4
1015,167,12,3,4
1881,147,24,3,4
543,4,8,5,5
983,27,13,2,2
1653,22,25,4,4
1402,153,18,3,4
229,151,1,3,3
1973,98,26,3,3
982,112,13,2,3
703,185,7,4,4
82,130,0,3,2
212,200,0,3,4
1212,24,18,3,3
1216,104,16,3,3
1567,95,21,3,3
442,143,4,3,3
1141,100,15,3,3
560,109,7,2,3
730,139,8,3,4
293,157,2,2,3
1745,13,27,5,5
1097,103,14,3,2
1715,74,23,2,3
229,10,4,1,2
1043,27,15,2,3
1812,162,23,4,4
1132,69,16,2,3
946,11,15,4,3
1244,96,17,2,2
959,36,13,2,2
535,130,6,2,2
1969,191,25,4,4
770,102,9,3,3
247,71,3,2,2
1576,12,24,5,6
1101,153,14,3,4
1580,165,20,4,4
1131,172,14,3,3
1960,128,26,3,4
162,136,1,2,2
1563,101,21,3,3
144,85,1,2,2
1651,54,23,3,3
390,124,4,3,2
1516,123,20,3,3
1332,8,21,7,6
887,156,11,3,4
1108,158,13,4,4
625,180,6,3,4
1521,174,19,4,4
159,103,1,2,2
561,15,9,2,2
277,53,3,2,1
1796,39,24,4,3
1630,186,20,4,5
1647,28,23,4,3
721,72,9,2,2
1167,58,16,2,2
567,188,5,4,4
737,117,9,2,2
1066,78,14,2,2
1230,90,16,3,3
589,13,9,3,2
662,18,10,2,2
1748,124,23,3,4
255,52,3,2,1
761,122,9,2,3
76,22,1,1,1
82,167,0,3,3
1412,112,18,3,3
1249,87,17,3,2
1016,25,14,2,3
1343,180,17,4,4
283,34,4,1,1
541,97,6,2,2
226,37,3,1,1
1654,165,21,4,5
421,191,3,3,4
780,117,9,2,3
1027,9,16,5,4
770,62,10,2,2
1049,56,14,3,2
1119,75,15,3,3
1521,110,20,3,3
1145,57,16,2,3
1792,24,25,4,3
1454,172,18,4,4
1555,69,21,2,2
1085,31,15,2,2
946,168,11,3,3
225,127,1,3,2
1914,180,24,4,4
744,99,9,3,2
1943,10,30,8,7
1412,107,19,2,3
912,8,14,5,4
632,28,9,2,2
1762,48,25,3,3
1272,42,18,3,2
960,83,12,2,2
1975,161,26,4,4
844,90,11,2,2
688,126,9,2,3
1282,122,17,3,4
1546,106,20,3,3
1534,106,21,2,2
1997,193,25,5,5
1804,178,23,4,5
1949,8,30,10,9
1278,22,20,3,4
1316,5,20,10,9
78,85,0,1,1
828,184,10,3,4
253,76,3,1,2
1258,142,17,3,3
618,48,8,2,2
387,82,5,1,1
64,91,0,1,2
1010,26,14,2,3
1878,75,26,3,3
1658,118,21,4,4
508,94,6,2,2
1724,13,26,6,6
730,190,8,3,4
1672,97,22,3,3
1030,185,12,3,4
986,31,14,2,2
472,198,4,3,5
973,142,12,3,3
367,29,5,2,1
276,151,2,3,3
844,154,10,2,3
1251,162,15,4,4
896,43,13,2,2
697,25,10,2,2
840,88,11,2,2
1963,175,25,3,5
1960,195,25,4,4
1460,170,18,4,4
146,156,0,3,3
99,7,1,1,1
1147,43,15,3,2
192,155,1,3,3
499,119,6,2,2
664,181,7,3,4
492,67,7,1,1
5,121,0,2,2
416,168,3,3,4
1722,6,27,11,10
812,132,9,3,3
1534,14,24,5,5
1548,59,21,3,3
1504,97,20,3,4
1402,74,19,3,2
598,25,8,2,1
338,55,4,1,2
1997,81,27,3,3
243,76,2,1,2
288,6,5,2,3
83,56,1,1,2
1030,198,11,3,5
640,99,8,2,2
1032,152,12,3,3
1832,67,25,3,3
1374,151,17,3,3
1266,160,16,3,4
1185,127,15,3,4
235,181,1,3,4
233,177,1,3,4
718,37,10,2,1
589,178,6,3,4
477,74,6,2,2
220,160,0,2,4
678,164,8,3,3
254,15,3,1,1
962,5,16,7,7
1167,159,14,4,4
1530,155,20,3,4
1565,183,20,4,5
1604,188,21,4,4
47,92,0,1,2
1159,87,16,2,3
1866,59,26,3,3
457,37,6,1,2
824,178,9,3,3
1213,142,15,3,4
604,148,6,3,3
516,106,6,2,3
656,149,7,3,4
1633,123,22,3,4
361,6,6,2,2
156,46,2,1,1
1692,51,23,3,3
1577,4,24,15,13
857,170,9,3,4
1094,85,14,2,2
1057,163,13,3,4
885,22,14,2,2
297,11,4,2,1
1645,61,23,2,2
1842,53,25,4,3
690,71,9,2,2
551,179,5,3,4
880,195,9,4,5
91,7,1,1,1
1619,172,20,4,4
146,118,1,2,3
1354,190,17,4,4
16,119,0,2,2
1038,132,13,3,3
1125,187,13,4,4
1194,59,17,2,3
803,99,10,2,3
1777,101,24,3,3
2000,103,27,3,4
1072,103,13,2,3
16,35,0,1,1
1337,96,18,3,3
1437,64,20,3,2
913,5,14,7,6
38,74,1,1,2
1909,162,25,4,4
1027,26,14,2,2
1092,41,15,2,3
1549,95,20,2,3
1341,44,19,2,2
1442,5,22,11,10
1260,115,16,3,4
1979,72,27,4,3
1885,26,27,4,4
736,146,9,3,3
1368,38,19,3,3
972,39,13,2,2
1867,78,25,2,2
720,38,10,2,2
1188,174,14,3,4
1931,161,26,3,4
1920,168,25,4,4
139,80,1,1,2
1933,184,25,4,4
92,68,0,2,1
1787,108,24,3,3
1431,196,18,4,4
108,87,1,1,2
1925,151,26,4,4
1494,127,19,2,3
177,33,2,2,1
27,140,1,2,3
1769,75,25,3,3
346,11,5,2,2
1676,87,23,3,3
1836,83,25,3,3
1648,144,22,3,4
1978,50,28,3,3
1584,155,21,3,4
1713,94,23,3,3
36,130,0,2,2
1403,165,17,4,4
167,2,2,4,3
835,6,13,5,5
374,115,4,2,3
1812,66,25,3,3
574,73,7,2,3
799,18,13,3,2
684,152,8,2,3
101,127,0,2,3
1536,105,20,3,3
1768,146,24,3,4
871,39,12,2,2
408,95,4,2,3
284,90,3,2,2
1511,184,19,4,4
567,113,6,2,2
479,64,6,1,1
632,79,9,2,2
298,103,3,2,3
296,115,3,2,3
35,54,0,1,1
1722,52,24,2,3
831,49,12,2,2
1989,4,31,19,16
1688,149,22,4,4
609,9,9,3,3
1257,120,17,2,3
662,198,7,3,4
1912,139,26,3,4
686,142,8,3,3
1949,101,27,3,3
5,111,0,2,3
166,176,0,3,3
1426,6,22,10,8
1903,154,25,4,4
287,181,1,3,3
1511,47,21,3,2
620,184,6,4,4
486,3,8,7,6
1654,11,26,6,6
1961,13,31,6,6
352,165,2,3,3
1071,72,15,2,3
1328,31,19,2,2
738,94,10,2,3
1427,153,18,4,4
1300,1,20,45,41
812,106,10,2,2
1528,49,21,3,3
1207,80,16,3,2
261,5,4,2,3
678,11,10,3,3
582,23,8,2,1
429,42,5,1,2
1787,115,24,4,3
480,69,6,2,2
969,25,13,3,2
1589,187,20,4,5
1950,95,27,3,3
1270,5,20,10,9
1596,95,21,3,3
604,77,7,1,2
