length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
207,198,0,3,3
287,170,2,3,3
970,3,15,13,11
1310,144,17,3,3
110,63,1,2,1
795,23,11,2,2
1986,10,31,8,7
748,24,11,2,2
377,193,3,3,4
40,15,1,0,0
1651,99,22,3,3
1478,80,20,2,3
1619,37,23,3,3
9,81,0,2,2
1663,26,23,3,3
978,36,13,2,2
857,72,11,1,2
57,97,0,2,2
22,11,0,1,1
1891,176,25,4,4
474,73,6,2,2
1786,88,24,3,2
101,9,1,1,1
307,33,4,2,1
1832,190,23,3,4
120,86,1,2,2
607,96,7,3,2
1925,48,27,3,2
1673,132,23,3,3
220,25,2,2,1
212,110,1,1,2
71,138,0,2,3
170,118,1,2,3
537,76,7,2,2
57,103,0,2,2
84,70,0,1,2
1957,129,26,4,4
60,200,0,3,4
273,103,2,2,3
157,25,2,1,2
1390,56,19,3,3
1763,33,25,3,3
914,78,12,2,3
307,47,4,1,2
706,96,8,3,2
814,35,11,2,2
1482,11,23,6,5
789,145,9,3,4
1376,179,17,3,5
1703,132,22,3,4
1157,184,14,4,4
1780,42,25,3,3
904,159,11,3,3
465,110,5,2,2
13,75,0,2,1
39,180,0,3,3
1039,57,14,2,2
1617,117,21,3,4
329,40,4,2,1
339,23,4,2,1
1851,88,25,3,2
1165,131,15,3,4
104,135,0,3,3
1643,122,21,4,3
210,182,0,3,4
1564,147,20,4,4
761,81,9,2,2
731,59,9,2,2
713,126,9,2,3
1845,98,25,3,3
1162,175,14,3,4
1217,2,19,22,20
865,128,11,2,3
488,117,5,3,2
1713,187,22,4,5
445,162,5,3,3
646,174,7,3,3
1682,25,24,3,4
1222,42,17,3,2
981,152,12,3,4
316,149,2,3,3
666,43,9,2,2
1099,76,15,3,2
1530,53,21,3,3
1224,165,16,3,4
9,63,0,1,2
1563,178,20,4,4
1622,164,21,3,4
1445,69,20,3,3
372,56,5,2,2
1194,104,15,2,3
458,63,6,1,2
909,90,11,2,2
1434,98,19,3,3
267,42,4,1,2
401,34,6,1,2
21,167,0,2,3
330,75,4,2,2
1652,146,22,3,4
559,129,6,3,3
1382,60,19,2,3
1104,183,13,3,4
1095,149,13,3,3
105,90,0,1,2
569,60,7,2,2
134,90,1,1,2
1838,169,24,4,5
407,10,6,2,2
798,115,10,2,3
746,108,9,3,3
910,117,11,2,3
245,74,3,2,2
1257,83,16,3,2
779,25,11,3,2
561,81,7,2,2
1777,132,24,3,4
1900,33,27,3,4
811,14,12,3,2
1303,147,16,4,4
1518,104,20,2,3
94,11,1,1,1
1188,186,15,3,4
389,149,3,3,3
752,155,9,3,4
1458,26,21,3,3
801,107,10,3,2
1684,182,22,4,4
1925,161,25,4,5
1899,185,24,4,4
816,20,13,2,3
1166,125,14,2,4
1591,70,21,2,3
507,64,6,2,2
1737,184,22,4,5
1976,73,27,3,3
467,93,5,2,2
843,96,10,2,2
1751,66,24,2,2
890,166,10,3,3
1489,93,20,3,3
318,170,2,3,4
443,192,3,4,4
177,8,2,2,1
449,86,5,2,3
598,133,7,3,3
830,16,12,3,3
1726,63,24,2,2
1170,17,18,4,3
568,75,7,2,2
1897,4,30,18,16
1254,57,17,2,2
966,186,12,3,4
1166,181,14,3,3
1252,176,16,3,4
354,52,4,2,2
910,17,14,3,3
1994,50,28,3,3
15,143,0,2,3
555,86,6,1,2
1975,94,27,4,3
1465,61,20,3,2
1958,51,27,3,3
1136,96,15,3,3
154,92,1,2,2
53,99,1,1,2
602,73,8,2,2
1727,41,24,3,2
1512,188,19,4,5
1436,13,22,5,5
922,91,12,2,3
1899,78,26,3,3
1703,187,21,5,5
373,69,4,1,2
1575,23,22,4,3
977,69,13,2,2
764,88,10,2,2
1671,124,22,4,4
434,59,5,2,2
49,99,0,2,2
930,2,15,18,15
612,55,8,1,1
409,8,6,3,2
1590,186,20,4,4
464,150,5,2,4
761,184,8,4,4
1523,74,21,3,3
1310,198,16,4,5
1521,188,19,4,5
689,36,9,2,2
15,31,0,1,1
618,171,6,4,4
372,59,4,2,2
163,119,1,2,3
396,8,6,3,2
114,136,0,2,2
614,48,9,2,2
1248,121,17,3,3
1864,145,24,3,5
793,88,10,2,3
1322,46,18,3,2
1141,24,16,3,2
1392,195,17,4,5
401,114,4,2,3
685,111,8,2,3
161,130,0,2,3
264,131,2,2,3
1577,148,21,3,4
942,197,11,3,5
1677,28,23,3,2
1897,91,26,3,3
35,48,0,1,1
357,168,2,2,3
1321,145,17,3,4
358,23,5,1,2
489,105,5,2,2
704,65,9,2,2
148,77,1,2,1
522,2,8,10,8
1961,48,27,3,3
868,37,11,2,2
1635,19,25,4,4
1870,196,24,4,4
14,25,0,0,1
461,140,5,2,3
1025,126,13,3,3
1456,113,19,3,3
990,184,12,3,5
457,128,4,3,3
92,131,0,2,3
1992,71,27,3,3
1508,183,19,4,5
1614,191,20,4,4
1523,124,20,3,3
1694,97,22,2,2
1390,27,19,3,2
1929,51,26,3,2
1920,59,27,3,3
1816,158,24,3,4
1580,93,21,3,3
120,143,0,3,3
1357,142,17,4,3
670,129,8,3,3
1875,13,29,6,6
302,36,4,1,1
490,64,6,2,2
1587,118,21,3,3
1100,200,13,3,4
359,126,3,2,3
1516,12,24,5,5
815,66,10,3,2
590,106,7,3,2
120,104,0,1,2
858,56,11,2,2
1561,35,22,3,3
1142,10,18,5,4
12,200,0,3,4
110,193,0,3,4
97,9,2,1,1
98,198,0,3,4
1581,43,22,3,2
1096,38,15,2,2
520,38,7,2,1
18,161,0,3,3
292,98,3,2,2
29,8,0,1,1
1729,134,23,4,4
209,74,2,2,2
1630,132,21,3,3
196,103,1,2,3
591,166,6,3,4
980,13,15,4,3
1608,198,20,4,5
1754,182,23,3,4
427,197,3,4,4
1798,175,23,4,4
1663,17,25,5,5
691,112,8,3,2
205,68,2,1,2
390,103,4,3,2
1083,94,15,2,3
788,119,10,2,2
1598,130,21,3,3
875,133,11,3,3
543,156,6,3,4
1452,112,19,3,3
921,83,12,2,3
1263,150,16,3,3
1667,74,23,3,3
1086,145,13,3,3
433,111,5,2,3
1962,21,30,5,4
75,125,0,2,2
1426,16,22,4,4
1354,70,19,2,3
1950,158,26,4,4
56,155,0,2,3
403,41,5,1,1
1488,169,19,3,3
560,150,6,3,3
632,165,7,3,4
1149,191,14,4,4
627,71,8,2,2
333,83,4,1,2
1811,26,25,4,4
309,49,4,1,1
424,50,5,2,2
472,6,8,3,3
1852,149,24,3,3
415,190,3,3,3
1647,181,21,4,4
1196,166,15,3,4
944,51,13,2,2
1988,131,26,4,4
781,45,11,2,2
1129,32,16,2,2
193,93,1,2,2
1801,66,25,3,2
53,142,0,2,3
18,12,0,1,1
1703,56,24,3,3
754,48,10,2,2
1112,149,14,3,3
1992,126,27,3,3
280,120,2,2,3
745,57,10,2,2
1490,38,20,3,3
252,20,3,2,1
1248,65,17,3,2
1018,55,14,3,2
50,137,0,2,2
1230,188,15,4,4
683,76,9,2,3
637,136,7,3,3
1970,13,31,7,6
306,75,3,2,2
281,182,2,3,4
780,197,9,3,4
963,17,15,3,3
1694,194,21,4,5
1290,38,18,2,3
305,140,2,3,3
1991,81,27,3,3
1336,79,18,2,3
337,60,4,2,2
639,2,10,12,11
1487,110,20,3,3
1930,160,26,4,4
705,1,11,25,23
398,193,3,3,4
1407,50,19,3,2
1120,190,14,3,5
542,143,6,2,3
1554,88,21,2,2
256,65,3,2,1
1221,27,17,3,2
1211,146,15,3,4
81,76,0,2,2
624,146,7,3,3
1348,143,17,3,3
106,127,1,2,3
1397,115,18,3,4
724,82,9,2,2
1888,113,26,3,3
1234,108,16,2,3
188,144,1,3,3
1175,164,14,4,4
107,112,0,2,3
1550,61,21,3,3
1400,12,21,6,5
1442,8,23,7,7
832,197,9,4,5
1457,129,19,3,3
1906,110,26,3,3
612,20,9,2,2
1286,197,15,4,4
1144,102,14,3,3
1924,77,27,3,3
1678,17,25,5,4
50,68,0,2,1
1851,96,25,3,3
625,16,9,2,2
756,21,11,2,3
1652,66,23,2,3
1345,139,17,4,4
429,185,4,3,4
747,191,8,4,4
363,76,4,2,2
519,67,6,2,2
69,145,0,2,2
1159,8,18,6,5
683,58,9,2,2
1707,194,22,4,5
1546,127,21,3,3
778,184,9,4,4
1628,76,22,3,3
1577,2,25,29,26
599,34,8,2,2
1606,53,22,3,3
1056,166,13,3,4
1963,29,28,4,4
313,32,4,1,2
1103,127,14,3,4
144,98,1,1,2
865,188,9,4,4
853,94,10,2,3
618,175,6,3,3
1105,184,13,3,4
467,152,5,3,3
523,177,4,3,3
1042,54,14,2,2
1416,159,18,3,4
1964,193,25,5,5
1197,153,15,3,4
623,112,8,2,2
1120,33,15,3,2
1452,105,20,3,3
10,19,0,1,1
1456,195,18,4,5
478,39,7,1,2
391,122,4,2,3
1493,145,19,3,4
1035,78,14,3,2
333,84,3,2,2
728,101,10,2,2
504,58,6,2,2
1501,107,20,3,3
1196,41,17,2,2
1183,166,15,3,4
1422,197,18,4,4
281,11,5,1,2
479,25,7,1,2
85,48,1,1,1
1103,141,14,3,4
166,190,0,3,4
149,52,2,1,2
1119,165,13,4,4
411,2,7,8,7
1885,188,25,4,5
630,99,8,2,2
103,33,1,1,1
1483,164,18,3,5
463,159,5,3,3
1841,60,25,3,3
277,22,4,1,1
435,13,6,1,2
9,177,0,3,3
561,30,8,2,1
1741,69,24,3,3
1188,187,14,4,5
871,160,11,3,3
893,161,11,3,4
1512,113,21,3,3
1359,131,18,3,4
1503,103,20,3,3
27,12,0,1,1
725,10,11,4,3
1495,42,21,3,3
1607,133,21,3,3
876,109,11,2,2
598,153,7,3,4
443,172,4,3,4
367,168,3,3,3
1811,35,25,4,3
74,35,1,1,1
544,122,6,2,3
108,71,1,1,2
900,124,11,3,3
1582,145,21,3,4
381,148,3,3,3
1464,97,20,3,3
1116,184,13,3,4
1261,79,17,3,2
767,164,8,4,4
887,20,14,3,2
871,144,11,3,3
902,129,11,3,3
367,69,4,2,2
252,193,1,3,3
1036,73,14,3,2
536,192,5,3,4
1706,107,23,3,3
1740,188,22,4,4
277,198,1,3,4
883,69,12,2,2
1137,105,15,2,3
842,191,10,3,4
508,20,7,2,2
1398,184,17,4,5
84,6,1,1,1
907,179,10,4,4
1687,13,26,6,5
1740,176,22,4,4
597,108,7,2,3
734,89,9,2,2
1466,192,19,3,4
83,7,1,1,1
439,140,4,3,3
1415,177,17,3,5
263,69,2,1,2
1704,9,26,7,7
666,66,8,2,3
848,184,10,3,4
1991,176,26,4,4
1676,86,23,3,3
705,139,8,3,3
1668,50,23,3,3
631,66,8,2,2
693,52,9,2,2
1798,101,24,3,3
1923,72,27,3,3
1306,34,18,2,3
839,132,10,3,3
1178,6,18,8,7
322,143,2,3,3
485,61,6,2,2
814,123,9,2,3
375,199,2,4,4
1815,61,25,3,3
705,172,7,4,4
29,14,0,1,0
81,85,0,1,2
461,197,3,3,4
927,183,11,3,4
1922,151,25,3,4
579,15,9,2,2
824,12,12,4,3
939,117,12,3,3
1289,175,16,4,4
1701,147,22,3,3
1626,93,22,3,3
655,155,7,3,3
1982,159,27,4,4
255,50,3,1,2
1689,192,22,4,5
496,150,5,3,3
1150,61,15,3,2
1308,15,20,4,3
825,30,11,3,2
634,47,9,1,1
1074,152,13,3,3
1849,110,25,3,4
673,60,9,2,2
819,111,10,3,3
290,95,2,2,3
633,105,8,2,2
977,175,11,4,3
156,46,1,2,1
4,93,0,2,2
1931,162,25,4,5
236,119,2,2,3
1758,155,23,4,4
845,157,10,3,3
1046,140,13,3,3
549,196,5,4,4
382,3,6,5,5
1630,91,22,3,3
708,200,7,3,4
1436,130,19,3,4
1029,106,13,3,3
1126,84,14,3,3
1718,123,23,3,3
1618,185,21,4,4
1915,181,24,4,4
412,190,3,3,4
1881,175,24,4,4
1262,109,16,2,3
360,88,4,2,2
1420,61,19,3,3
338,171,3,3,3
624,197,6,3,4
1204,72,17,2,3
772,175,8,4,4
801,80,10,2,2
1382,52,19,2,3
1255,167,16,3,4
1662,101,22,3,3
834,172,9,3,3
274,29,4,1,2
62,121,0,2,3
1955,121,26,3,3
112,10,2,1,1
116,132,0,2,3
742,136,9,3,3
1403,7,22,8,7
267,38,4,1,2
653,63,8,2,2
791,136,10,3,3
1854,97,25,3,4
1078,111,14,2,3
1378,189,17,4,4
1837,173,24,4,5
1732,15,27,5,5
200,69,2,1,2
841,172,10,3,4
596,5,9,5,4
639,128,7,3,3
172,82,2,1,1
1076,122,13,3,3
1585,133,20,4,3
390,179,3,3,4
949,23,14,2,2
1241,47,17,3,2
1682,51,23,3,2
1439,61,19,3,2
561,63,7,2,2
208,20,3,1,1
220,141,1,2,3
1979,55,28,3,3
845,43,11,2,2
695,124,8,3,3
1390,127,18,3,4
414,78,5,2,2
1040,26,15,3,2
1035,13,16,4,4
1923,15,30,6,5
552,113,6,2,2
687,200,7,4,4
1512,10,24,6,6
1708,137,23,3,3
131,156,0,3,3
1535,114,21,3,3
1973,182,26,4,4
188,154,1,2,3
408,181,3,3,4
393,40,5,1,1
735,24,10,3,2
1268,84,17,3,3
1804,57,25,3,3
1548,168,20,4,4
718,4,11,7,6
1921,72,27,3,3
708,74,9,2,2
139,183,0,3,4
404,175,3,3,3
1379,190,18,3,5
1114,56,15,2,3
1007,111,12,2,3
1864,98,26,3,3
441,104,5,2,3
1502,77,21,2,3
148,88,1,2,2
457,145,5,3,3
360,15,6,1,2
1457,122,20,3,3
1930,63,27,2,2
1596,148,21,4,4
1969,141,27,3,4
450,9,7,3,2
1540,16,23,4,4
1685,179,21,4,4
1510,149,19,4,3
392,127,4,3,2
1624,149,21,3,4
521,79,6,2,2
567,5,8,4,4
685,130,8,3,3
1546,65,22,2,2
375,34,5,2,1
979,73,13,2,3
957,125,12,3,3
1233,26,17,3,2
705,142,8,3,3
1021,138,13,3,4
1873,99,26,3,3
1637,61,23,2,3
232,20,3,1,1
1666,146,22,3,4
69,88,0,1,2
497,187,5,3,4
518,34,7,2,2
1432,53,20,2,2
1559,93,21,3,3
873,83,12,2,2
771,113,10,2,3
1227,174,15,4,4
1608,186,20,4,4
1436,44,19,3,3
1993,17,30,5,5
1750,123,23,4,4
728,138,9,2,3
1850,131,24,4,4
244,165,1,2,4
1242,90,17,3,3
1044,114,14,3,3
297,119,3,2,3
1106,60,15,2,2
1235,17,18,4,4
1392,152,17,4,3
442,75,5,2,2
1207,36,17,3,2
521,168,5,3,3
1192,80,16,3,2
806,108,10,2,3
682,46,9,2,2
1981,82,27,3,3
1611,173,21,4,4
1201,136,15,2,3
686,65,9,2,2
536,152,6,3,3
1947,195,25,4,5
967,22,15,3,2
192,101,1,2,2
716,11,11,4,3
1503,93,20,3,3
190,165,0,3,3
1803,15,28,5,4
636,195,7,3,4
598,187,6,3,3
688,146,8,3,3
1650,65,22,3,3
1799,79,24,3,2
1654,110,22,3,4
307,162,2,2,3
1920,134,25,3,3
1735,159,22,3,4
1015,112,13,3,3
501,188,4,4,4
1503,34,21,3,2
1126,150,14,4,3
64,158,0,3,3
674,198,7,4,4
1396,71,19,3,2
1044,16,16,4,3
1858,30,26,3,4
791,88,10,2,3
184,59,2,1,2
1596,137,20,3,4
630,14,9,3,2
1000,10,15,5,4
1621,128,22,3,4
415,4,7,4,4
1106,167,13,3,3
183,88,1,1,2
703,135,8,3,3
1163,90,16,3,3
1552,164,20,3,4
87,31,1,1,1
846,52,11,2,2
217,47,3,1,2
831,85,11,2,2
895,35,12,2,2
157,120,0,2,2
854,194,9,4,5
803,26,11,3,2
918,61,12,2,2
1793,184,23,4,5
882,23,12,2,2
1304,66,18,3,2
1035,72,14,2,3
227,133,2,2,3
165,181,0,3,4
235,127,2,2,3
1123,95,14,3,3
286,193,2,3,4
360,73,4,2,2
486,38,6,2,2
185,18,2,1,1
1046,145,13,3,4
787,192,9,3,4
1710,191,22,4,5
968,85,12,2,2
95,175,0,3,4
1018,93,13,3,3
701,131,8,3,3
1911,170,24,4,4
1122,140,14,3,3
350,126,4,2,3
577,1,9,21,18
583,96,7,2,3
34,32,0,1,1
788,162,9,3,3
320,111,3,2,3
1980,65,28,3,3
482,85,5,2,3
329,163,3,3,3
395,8,6,3,2
329,183,2,4,4
593,116,7,2,3
1524,98,21,2,2
1301,46,18,2,3
1248,17,19,4,3
75,91,0,1,2
1207,78,16,3,3
1561,107,21,3,4
1527,71,20,3,3
1328,19,20,4,3
205,49,2,1,2
1034,39,14,2,2
30,22,0,1,1
1767,166,23,3,4
63,166,0,2,3
699,86,9,2,2
793,67,10,2,2
622,176,6,3,4
1134,172,13,3,4
429,146,4,3,3
127,1,2,5,4
1357,135,17,3,3
1407,149,18,3,4
1438,157,18,4,4
132,142,0,2,3
21,90,0,1,2
1246,127,16,3,3
243,147,1,2,3
594,171,6,3,4
432,32,6,1,1
1806,144,24,3,4
1985,109,27,4,3
1492,194,19,4,5
36,33,0,1,1
1420,198,18,4,4
1374,123,18,3,4
1059,75,14,2,3
1807,81,25,3,3
1644,22,25,3,3
998,82,13,3,2
1018,100,14,2,3
548,6,9,4,3
1988,66,28,3,3
1567,53,21,3,2
218,63,2,1,1
1115,140,14,3,3
56,154,0,3,3
1427,1,22,49,46
1463,199,18,4,5
517,51,7,2,1
475,96,5,2,2
507,71,6,2,2
1534,113,20,3,4
401,71,5,2,2
559,121,6,3,3
655,120,8,2,3
382,57,5,1,2
1224,100,16,3,3
1284,32,18,3,3
1040,172,12,3,4
1905,139,25,4,4
1487,12,23,5,6
311,39,4,1,2
229,90,2,2,2
102,43,0,2,1
1832,132,24,4,3
1132,93,15,3,3
1106,130,14,3,3
554,151,5,3,4
217,67,2,1,1
1630,12,25,5,5
1733,47,24,3,3
1567,108,21,3,3
1545,133,21,3,4
537,67,6,1,2
1619,165,20,3,4
46,9,0,1,1
1860,75,25,3,3
1690,172,22,4,4
1720,15,27,6,5
1681,200,21,4,4
1180,129,15,3,3
411,88,4,2,2
183,113,1,2,3
1241,115,16,3,4
311,89,3,2,2
1733,1,27,60,55
1777,49,25,3,3
194,156,1,3,3
1394,65,19,3,2
411,169,3,2,3
892,115,11,2,3
709,128,8,3,3
193,19,3,1,1
1960,154,26,4,4
1998,39,28,3,3
6,177,0,2,3
1241,193,15,4,4
396,123,4,2,3
1547,136,20,3,4
1882,128,25,3,4
77,112,0,1,2
1512,39,22,3,3
1553,49,21,3,3
1610,79,22,3,3
900,56,12,2,2
1070,174,13,4,4
1796,46,25,3,2
699,149,8,3,4
276,129,2,3,3
1151,123,15,3,4
221,2,4,4,4
616,84,8,2,2
1635,170,21,4,4
246,92,2,2,2
488,131,5,3,3
1620,60,22,3,3
1035,5,16,8,8
525,145,6,2,3
586,113,7,2,3
1029,125,13,3,3
11,181,0,3,4
28,52,0,1,1
1306,184,16,4,4
1083,157,13,3,4
3,47,0,1,1
711,160,8,3,3
1973,92,27,3,3
1609,68,22,2,2
607,14,9,2,3
1545,143,20,4,4
354,130,3,2,3
60,122,0,2,3
500,167,5,3,3
132,22,2,1,1
1151,44,16,2,2
1278,144,16,3,4
1841,45,26,2,2
1825,177,23,4,4
1489,108,20,3,3
810,37,11,2,2
448,186,4,3,3
442,60,5,2,2
707,16,11,2,3
1618,13,25,5,5
738,146,8,3,3
1953,38,27,4,3
1602,25,23,4,3
1115,127,14,3,3
1271,144,16,3,4
1234,68,17,2,3
1624,43,22,3,2
1444,83,19,3,3
1054,46,15,2,2
1540,43,22,3,2
1446,137,19,3,4
1031,185,12,4,4
1684,41,24,3,3
404,152,4,3,3
229,167,1,3,3
509,69,6,2,2
454,142,5,2,3
1573,168,20,3,4
1755,74,24,3,3
295,72,4,2,2
1503,83,21,2,2
1437,162,19,3,4
125,198,0,3,3
1782,102,24,3,3
949,182,11,4,4
1602,163,21,4,4
784,192,9,4,4
128,124,0,3,2
1183,106,15,3,3
1022,137,12,3,4
871,114,12,2,3
765,18,12,2,3
1291,69,17,3,2
42,137,0,3,2
759,130,9,3,3
918,43,12,2,2
987,90,12,2,3
1040,75,14,2,3
920,6,14,6,6
1552,154,20,3,4
1727,98,23,3,3
934,146,11,3,4
1632,132,21,4,3
257,65,3,1,1
870,169,10,3,4
569,85,7,2,2
490,36,7,1,1
736,94,10,2,3
1151,73,15,3,2
1625,55,22,3,3
1208,54,17,2,3
99,166,1,2,4
843,178,9,3,4
1904,58,26,3,3
1497,179,19,4,5
115,172,0,3,3
762,13,12,3,3
483,81,6,2,2
1933,41,26,4,4
337,41,5,1,2
177,66,1,2,2
13,140,0,2,3
1798,180,23,4,5
1295,49,18,2,3
1014,64,14,2,3
200,23,3,1,1
464,177,4,3,3
1556,73,21,3,3
108,87,0,2,2
738,91,10,2,2
949,129,12,3,3
260,92,2,2,2
1663,105,22,3,4
1643,29,23,4,3
597,155,7,3,3
53,86,0,2,2
1896,12,30,6,6
261,186,1,3,4
1103,45,15,2,2
784,117,10,2,2
147,193,0,3,4
1331,29,19,3,2
886,83,12,2,3
486,181,5,3,4
350,47,5,1,2
429,66,5,2,2
470,193,4,3,4
1249,9,20,6,5
1608,134,21,3,3
92,12,2,1,1
534,86,6,2,3
1954,95,26,2,2
19,73,0,1,2
134,3,2,2,2
320,199,2,4,4
410,26,5,2,1
575,157,6,3,4
591,19,9,1,2
274,53,3,1,2
1114,130,14,3,3
1203,170,15,4,4
269,101,2,2,3
1960,134,26,3,3
101,42,0,2,1
1340,60,18,2,3
1707,30,24,4,3
459,64,6,1,1
1074,198,13,4,4
306,28,4,1,2
1963,189,26,4,5
233,87,3,1,1
1230,118,16,3,3
1947,182,25,4,4
1539,90,21,2,2
1456,169,18,4,4
1560,172,20,4,4
1881,193,24,4,4
265,139,2,2,3
229,60,3,1,2
1035,90,13,3,3
1876,144,25,3,4
1398,75,19,3,3
942,153,12,3,3
1483,92,20,3,3
408,95,5,2,2
1372,83,19,2,2
1838,138,25,3,4
354,96,3,2,2
751,39,10,1,1
1220,84,16,3,3
1885,81,26,3,3
783,82,10,3,2
758,167,9,3,4
1533,43,21,3,3
230,167,1,3,3
543,71,7,2,2
640,73,8,2,2
1315,60,18,3,2
1542,13,24,5,5
1317,200,16,4,4
1311,41,19,2,3
1435,29,20,3,3
2000,199,25,5,5
594,71,8,1,2
480,112,5,2,3
454,31,6,2,1
1980,32,27,3,4
276,25,4,1,1
588,53,8,2,2
773,192,8,4,4
284,108,2,2,2
1607,21,25,4,3
1439,87,19,3,3
1126,111,15,2,3
1626,112,22,3,3
483,40,6,1,2
1967,27,27,4,3
644,177,7,3,4
681,118,8,2,3
1477,148,19,3,4
526,46,7,2,1
43,57,0,1,1
722,152,8,3,3
626,62,8,2,2
1660,56,23,2,2
1795,40,26,3,3
1862,167,24,4,4
1992,104,27,3,3
1643,23,23,3,4
1571,153,20,4,5
1234,113,16,3,3
752,47,10,2,2
1656,35,23,3,3
627,126,7,3,3
736,57,9,2,2
936,166,11,3,4
641,166,7,3,3
1123,103,15,2,2
484,121,5,3,3
889,113,11,2,3
1120,100,15,2,3
6,22,0,0,1
1872,187,25,4,4
105,162,0,3,4
1713,153,23,3,4
264,32,4,1,1
1183,32,16,3,3
578,20,8,2,2
1770,114,23,3,4
1896,15,29,5,6
1544,43,21,2,3
366,84,4,2,2
711,72,10,2,2
445,87,5,2,2
34,155,0,3,3
1328,64,18,2,3
1954,41,27,3,3
217,185,1,3,4
250,62,3,1,1
66,153,0,2,3
211,37,2,2,1
1475,75,20,3,3
1115,88,15,3,2
1116,154,14,3,4
1474,46,20,3,3
968,155,12,3,4
1040,189,12,4,4
536,102,6,2,2
172,112,1,2,3
1969,180,25,4,4
1889,38,27,3,3
1664,186,22,4,4
831,142,10,3,3
465,129,5,3,3
329,182,2,4,4
931,54,12,2,2
1797,51,25,3,3
663,124,8,2,3
389,186,3,4,4
594,74,7,1,1
409,150,4,3,3
1802,43,25,3,3
1777,100,33,5,3
139,188,0,3,4
686,192,7,3,4
894,97,12,2,3
253,25,4,1,1
521,134,5,3,3
1461,142,18,4,3
977,113,13,2,2
1986,142,26,4,4
7,3,0,1,1
1404,99,19,3,3
863,54,11,2,2
576,105,7,2,3
1274,46,18,3,2
51,197,0,3,4
414,42,6,1,2
1211,24,17,3,3
262,27,3,1,1
1800,41,25,3,3
4,112,0,2,2
556,111,6,2,2
1455,130,19,4,3
1245,139,16,3,4
445,109,4,2,2
1554,67,21,3,3
1173,55,16,2,2
1709,70,23,3,3
84,147,0,2,3
1254,189,15,4,5
1697,86,23,2,2
1176,15,18,4,4
1581,39,22,3,3
840,118,10,2,3
769,116,9,3,3
1402,195,17,4,4
1418,66,20,3,2
709,182,7,3,4
275,2,5,5,5
1026,123,13,3,3
1140,188,13,4,4
506,62,6,2,2
34,36,0,1,1
1423,199,18,4,5
508,107,6,2,3
1402,34,20,3,3
681,111,8,2,2
185,148,1,2,3
1341,99,18,2,2
599,85,8,2,2
1790,102,24,3,4
894,92,11,2,3
863,126,11,3,3
42,9,1,0,1
1554,66,22,3,2
1329,14,21,4,4
1321,180,16,3,4
4,21,0,1,1
1568,152,20,4,4
440,136,4,3,3
1656,135,21,4,4
547,196,5,3,4
1381,113,18,2,3
1228,49,17,2,3
1892,89,26,3,3
83,50,1,1,2
564,94,6,2,2
548,30,7,2,2
1829,14,28,6,5
279,66,3,1,1
1447,99,20,3,3
52,182,0,3,4
1499,99,20,3,3
1799,78,25,3,3
1561,176,20,3,4
684,46,9,2,2
309,194,2,3,4
401,33,5,1,2
616,190,6,4,4
1774,80,24,3,3
1217,140,15,3,3
1922,129,25,4,3
653,88,8,2,2
903,169,11,3,4
220,26,3,1,1
396,7,6,2,2
1207,30,17,3,2
197,88,2,2,2
387,1,6,14,13
1738,66,24,3,3
1717,160,22,4,4
197,176,1,3,3
1916,149,25,4,5
683,99,8,2,3
1227,174,15,3,4
1388,131,18,3,4
1357,4,21,13,12
636,123,7,3,3
1037,117,13,2,3
215,171,1,3,4
301,113,3,2,3
1606,93,21,2,3
257,45,3,2,1
769,57,10,2,2
1334,170,16,4,4
735,96,9,2,3
815,6,13,6,5
532,7,9,3,3
819,131,10,2,3
432,28,6,1,1
201,120,1,2,2
793,193,8,3,5
565,185,5,4,4
1626,103,22,3,4
1421,124,18,2,3
1894,105,25,4,4
11,101,1,1,2
617,129,7,2,3
1078,191,13,4,4
874,122,11,3,3
1759,184,22,4,4
1272,148,17,3,3
83,81,0,1,1
206,118,2,2,3
432,68,5,2,2
828,168,9,3,3
1728,82,23,3,3
1339,168,16,3,4
1028,108,14,2,2
805,83,10,2,2
1436,91,19,2,2
1110,70,15,2,2
358,175,3,3,3
847,200,10,3,5
1784,119,24,3,4
1032,104,14,2,2
1124,146,14,3,3
865,174,10,3,4
365,54,4,2,1
91,129,0,2,2
321,67,4,1,1
441,117,5,2,3
1652,43,23,2,2
924,73,12,3,2
729,173,8,3,4
1369,4,21,13,12
201,51,2,1,2
86,74,1,1,2
1151,123,15,3,3
669,117,8,3,2
987,62,13,2,2
850,131,10,3,4
60,24,1,1,1
1617,165,21,4,4
1610,181,21,4,5
389,8,6,2,2
1669,42,23,3,2
1792,15,27,6,5
516,28,7,1,2
1712,133,23,3,4
1345,20,21,3,4
276,98,2,2,3
1823,64,25,3,3
417,82,5,2,2
309,16,5,1,2
1340,107,18,3,3
369,84,4,2,2
1407,157,18,3,4
1678,18,26,4,4
951,150,12,3,4
84,144,0,2,3
1434,34,20,3,3
294,160,2,2,3
245,73,2,2,2
1624,92,22,3,3
1584,199,20,4,5
1632,139,21,4,4
242,151,1,3,3
129,57,1,2,1
1912,153,25,4,4
1402,188,17,4,5
1697,96,23,3,3
1862,83,25,3,3
254,127,1,3,3
1235,135,16,3,3
187,186,0,3,4
1693,42,24,3,3
743,122,9,2,2
1959,107,27,3,3
392,163,3,3,4
1859,7,28,10,10
868,30,12,2,2
